0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.405966134941362800e+00,3.680326711506532789e+00,-1.638091805949891233e+00,4.002554116059624079e+00,9.622069698036668228e+00,-1.912169966654113429e+00
6.356390756368933026e+00,2.228988444699193217e+00,2.424466113647451682e+00,5.840293848629143802e+00,1.411880598799992015e+01,-1.112350832107760645e+00
6.172506996247751898e-01,1.115559206494088906e+00,7.085934468457667501e-01,4.602933356284028221e+00,1.072936333135027276e+01,-3.640891199214924434e+00
-7.323720582745154140e+00,-7.382710470377460865e+00,-3.987204771959323768e+00,-7.395146721766590936e+00,-7.877543938059125672e+00,-7.700510271572792220e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-7.183939396536872302e+00,-7.315836722287103022e+00,-5.930528345840655469e+00,-7.211639217300996663e+00,-7.857024566866027016e+00,-9.212463339005703133e+00
-4.530356316315294229e+00,-5.162790676842050175e+00,-5.186962162613088623e+00,-5.242124336754746317e+00,-5.620822015240253045e+00,-5.694223188378598088e+00
5.625420914949177842e+00,-3.804584652893597152e+00,-3.815249377453785229e+00,-3.822803520332449523e+00,-3.994003999000000249e+00,-4.795992293196642109e+00
-2.031004253488113420e-01,-6.463149807635375943e+00,-6.491726731272754236e+00,-6.479958151166679059e+00,-7.310083808963230290e+00,-6.862741068816047729e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.747996031112707627e+00,-5.765515001879738755e+00,-5.793266959554512319e+00,-3.975169335955021754e+00,-7.382259264229505291e+00,-5.933052757361583218e+00
-2.473497376952599414e+00,-6.910470020926902990e+00,-6.979379803288539463e+00,-6.944669980466193770e+00,-7.461577461065756367e+00,-9.475512135023699045e+00
-5.808630683520330074e+00,-5.497599023744165869e+00,-1.197497179916914511e+00,-5.824567956760031251e+00,-7.411190823162744579e+00,-7.690097511921926809e+00
