-1.179319314815915654e+01,-1.175731813042585472e+01,-1.174607257450223941e+01,-1.177417083684194665e+01
-1.126582782668183214e+01,-1.122566911969797054e+01,-1.124446464732511863e+01,-1.123539249445114052e+01
-1.055421256044309430e+01,-1.050604678068610909e+01,-1.054507720701644047e+01,-1.065085812723986081e+01
-9.781199037157646714e+00,-9.784879012903108020e+00,-9.851990966104581915e+00,-9.837701827853599923e+00
-9.025453322512284160e+00,-9.020288459460893193e+00,-9.043347392289957654e+00,-9.164970691735994990e+00
-8.294203091904348568e+00,-8.249323460227088844e+00,-8.272703792287037672e+00,-8.244158481397830585e+00
-7.561221495301079010e+00,-7.432723108753185315e+00,-7.439951959862656672e+00,-7.588503379855833231e+00
-6.647417950266438780e+00,-6.595163029400496590e+00,-6.614937326958657771e+00,-6.732247625959514536e+00
-5.719510665468117594e+00,-5.719795721140184419e+00,-5.715329318794221791e+00,-5.952724104529433014e+00
-4.942205869870611501e+00,-4.826689609490093069e+00,-4.830244634527715242e+00,-4.974063466436815517e+00
-3.917521861423137963e+00,-3.914603599321137217e+00,-3.916749081384216513e+00,-4.133665338209815410e+00
-3.038768354055418008e+00,-3.051858209667875244e+00,-2.967382721096289533e+00,-3.381862952739680406e+00
-1.225264675292287997e+01,-1.224427747143245959e+01,-1.224440244231058550e+01,-1.254216257762087139e+01
-1.171563250063000972e+01,-1.136140300213012466e+01,-1.136139606776568556e+01,-1.192526377510082547e+01
-1.066251143159562531e+01,-1.046616481270653409e+01,-1.046616484399689462e+01,-1.162770710135482943e+01
-1.012996416555648160e+01,-9.561790287868547011e+00,-9.561790176124315366e+00,-1.046908838383621188e+01
-9.374556335087007142e+00,-8.648274379414981894e+00,-8.648274405274960941e+00,-9.520990506647303064e+00
-8.484895369102734008e+00,-7.725530149374097988e+00,-7.725530135608483562e+00,-8.852269099501677729e+00
-7.584669770471329286e+00,-6.793465034776971834e+00,-6.793465036663839385e+00,-8.318522326180586290e+00
-7.149784351905561941e+00,-5.851984997090891483e+00,-5.851984997268678157e+00,-7.024016095237212376e+00
-5.666470802392693074e+00,-4.900994994661519222e+00,-4.900994994590015530e+00,-6.240054257339263444e+00
-5.156604221522140818e+00,-3.940398996833565981e+00,-3.940398996731604875e+00,-5.358770020045235505e+00
-4.439279152940139639e+00,-2.970099999685381853e+00,-2.970099999664246759e+00,-3.764253048335095553e+00
-3.064308177455034699e+00,-2.742447027451725194e+00,-1.989999999999998437e+00,-3.008172473298905913e+00
-1.311821926210122768e+01,-1.136151282838702059e+01,-1.312541866320604100e+01,-1.224789766071295283e+01
-1.224753178422782440e+01,-1.046617457412831342e+01,-1.121254183869654213e+02,-1.224789769519796323e+01
-1.136148045813660090e+01,-9.561792499119516009e+00,-1.121254135676633013e+02,-1.136151270560113602e+01
-1.046616467439228160e+01,-8.648275251635883620e+00,-1.121254172015790402e+02,-1.046617446231278059e+01
-9.561784031278884655e+00,-7.725530557207971327e+00,-1.121253881152523491e+02,-9.561790913240253431e+00
-8.648271270871447314e+00,-6.793465209300984853e+00,-1.121253951752219962e+02,-8.648275120188353426e+00
-7.725522145451732214e+00,-5.851985059899988073e+00,-1.121253883281884214e+02,-7.725529947214531568e+00
-6.793459914323094928e+00,-4.900995009999991936e+00,-1.121253991646869963e+02,-6.793464811221247679e+00
-5.851983612510680111e+00,-3.940398999999994878e+00,-1.121253964438581932e+02,-5.851984337550002913e+00
-4.900993478643364654e+00,-2.970099999999996854e+00,-1.121253144291691655e+02,-4.900988502369223454e+00
-3.940398332609218901e+00,-1.989999999999998437e+00,-1.121250809265154800e+02,-3.940390457494053589e+00
-2.970099731167700430e+00,-1.989999941336404898e+00,-9.999999999999995559e-01,-2.970098803056176351e+00
-1.224789770010314172e+01,-1.121254184956739977e+02,-1.312541868284386126e+01,-1.312541872106754681e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
