0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-3.904843132620867241e+00,-3.625112155170298500e+00,-2.567595315099924669e+00,-9.103261657499288617e-01,2.898505281171351644e+00,-6.645795489198579098e+00
-2.611108049335199688e+00,1.545762802182382156e+00,1.903754124161481931e-01,1.247587386765378836e+00,9.918947310829279829e+00,-2.840164918258677229e+00
-8.883492312306709993e-01,-1.997898286016130953e-02,-9.791868420197293865e-01,6.294371377459652139e-01,5.740719890307004469e+00,-7.080341960295544190e+00
-8.936053976188670589e+00,-9.020588188440029853e+00,-8.875312333254690600e+00,-8.958430189277887479e+00,-1.039460063937132617e+01,-1.028980376972746136e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-9.272541913177809292e+00,-9.221521943070667859e+00,-9.082519483714140307e+00,-9.088453776609551227e+00,-1.091210059167933188e+01,-9.935453342855488756e+00
-5.462425466211136893e+00,-6.042275315638173439e+00,-6.009526387261487912e+00,-6.101806541082897439e+00,-7.530604433765581085e+00,-8.250820714066588124e+00
-1.827330999397179800e+00,-4.240512321682453845e+00,-4.225128951285778811e+00,-4.303673734475290225e+00,-5.643553183777122229e+00,-5.700475278378899446e+00
-5.254539584152885467e+00,-7.454361267850486250e+00,-7.439057992031525401e+00,-7.357607712627381780e+00,-8.914912913567746955e+00,-9.849931911358682513e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-4.536707650359184996e+00,-7.011761952115581842e+00,-7.038748220171573422e+00,-6.893772767888189712e+00,-8.571454972346598922e+00,-8.435265952230260211e+00
-7.464510318197880245e+00,-7.871562451686532569e+00,-7.724995843344919066e+00,-7.863430599057154247e+00,-9.509450024171464122e+00,-8.124658347097740929e+00
-5.010434079302037880e+00,-5.600856566971919470e+00,-5.791102937519638338e+00,-5.698349445587589379e+00,-5.681606747605947305e+00,-6.304360482633180496e+00
-7.112066003525839619e+00,-7.581347298673420276e+00,-7.481308669051145444e+00,-7.536413299465453797e+00,-9.206259796259212536e+00,-9.603281247818896915e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.203002894623043062e+01,1.728511698212323822e+01,9.324238449152668196e+00,1.539918208527500099e+01,5.817990274340917090e+00,1.999999999999998579e+01
